Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
SHIDDAPPA KALLAPPA PUJAR,Independent,232,Karnataka,Hangal,S10,82
RAVI  LAMANI,Independent,130,Karnataka,Hangal,S10,82
RAMAPPA SIDDAPPA BOMMOJI,Independent,109,Karnataka,Hangal,S10,82
None of the Above,None of the Above,623,Karnataka,Hangal,S10,82
BASAVARAJ BOMMAI,Bharatiya Janata Party,83868,Karnataka,Shiggaon,S10,83
SAYED AZEEMPEER KHADRI,Indian National Congress,74603,Karnataka,Shiggaon,S10,83
SOMANNA URF SWAMILING BEVINAMARAD,Independent,7203,Karnataka,Shiggaon,S10,83
ASHOK BEVINAMAR,Janata Dal  (Secular),1353,Karnataka,Shiggaon,S10,83
SUNIL J A,Independent,968,Karnataka,Shiggaon,S10,83
MAINUDDIN KATIB,All India Mahila Empowerment Party,950,Karnataka,Shiggaon,S10,83
SHIVAPPA KABANUR,Independent,352,Karnataka,Shiggaon,S10,83
HATHIWALE SIKHANDAR,Praja Parivartan Party,237,Karnataka,Shiggaon,S10,83
DUDDUSAB KANAVALLI,Independent,143,Karnataka,Shiggaon,S10,83
MOHAN HITTANAGI,Independent,111,Karnataka,Shiggaon,S10,83
MAHABUBAKHAN PATHAN,Independent,102,Karnataka,Shiggaon,S10,83
PARAMESHI SHETIBAR,Independent,95,Karnataka,Shiggaon,S10,83
None of the Above,None of the Above,1089,Karnataka,Shiggaon,S10,83
NEHARU OLEKAR,Bharatiya Janata Party,86565,Karnataka,Haveri,S10,84
RUDRAPPA LAMANI,Indian National Congress,75261,Karnataka,Haveri,S10,84
SANJAY DANGE,Janata Dal  (Secular),3099,Karnataka,Haveri,S10,84
BASAVARAJ NAGAPPA NAGAMMANAVAR,Independent,1088,Karnataka,Haveri,S10,84
DURAGESH MEGALAMANI,Bhaarateeya Janashakthi Congress,689,Karnataka,Haveri,S10,84
BABAKKA BALAYYA BALLARI,All India Mahila Empowerment Party,326,Karnataka,Haveri,S10,84
PRADEEP RAMANNA MALAGAVI,Independent,319,Karnataka,Haveri,S10,84
KALAVATI CHAVHAN,Independent,308,Karnataka,Haveri,S10,84
BASAVARAJ TEEKEHALLI,Karnataka Jantha Paksha,247,Karnataka,Haveri,S10,84
KENCHAMMA HANUMANTAPPA NAGANOOR,BhartiyaBahujanKranti Dal,239,Karnataka,Haveri,S10,84
DURAGAPPA GALEPPA MADAR,Independent,221,Karnataka,Haveri,S10,84
RENUKA KENCHALLANAVAR,Republican Party of India (A),167,Karnataka,Haveri,S10,84
None of the Above,None of the Above,2062,Karnataka,Haveri,S10,84
BALLARY VIRUPAKSHAPPA RUDRAPPA,Bharatiya Janata Party,78830,Karnataka,Byadgi,S10,85
S.R.PATIL,Indian National Congress,62527,Karnataka,Byadgi,S10,85
SHIVABASAPPA CHANNABASAPPA BAGANNANAVAR,Bahujan Samaj Party,762,Karnataka,Byadgi,S10,85
SADAR SHIVAMURTHY BASAPPA,Independent,645,Karnataka,Byadgi,S10,85
UMESH YALLAPPA KARIGAR,Independent,406,Karnataka,Byadgi,S10,85
ARALIMARD ZAKEER HUSAIN,All India Mahila Empowerment Party,376,Karnataka,Byadgi,S10,85
ANNAYYA NAGAPPA CHAVADI,Jana Samanyara Party (Karnataka),327,Karnataka,Byadgi,S10,85
DAMODAR RAGHAVENDAR MARUTI,Independent,228,Karnataka,Byadgi,S10,85
None of the Above,None of the Above,1298,Karnataka,Byadgi,S10,85
BASAVANAGOUDA PATIL,Indian National Congress,66373,Karnataka,Hirekerur,S10,86
UJANESHWARA BANAKAR,Bharatiya Janata Party,66224,Karnataka,Hirekerur,S10,86
SIDDAPPA GUDADAPPANAVAR,Janata Dal  (Secular),3342,Karnataka,Hirekerur,S10,86
RAJASHEKHAR DUDIHALLI,Independent,507,Karnataka,Hirekerur,S10,86
MAHADEVAPPA MALAMMANAVAR,All India Mahila Empowerment Party,285,Karnataka,Hirekerur,S10,86
PARAMESHAPPA KAGINELLI,Independent,261,Karnataka,Hirekerur,S10,86
MANJUNATH MANOHAR SANU,Independent,171,Karnataka,Hirekerur,S10,86
VEERABHADRAPPA KUMBAR,Karnataka Pragnyavantha Janatha Party,120,Karnataka,Hirekerur,S10,86
VINAY PATIL,Jana Samanyara Party (Karnataka),97,Karnataka,Hirekerur,S10,86
HARISH INGALAGONDI,Karnataka Jantha Paksha,81,Karnataka,Hirekerur,S10,86
None of the Above,None of the Above,845,Karnataka,Hirekerur,S10,86
R SHANKAR S/O M RAMACHANDRA,Karnataka Pragnyavantha Janatha Party,60565,Karnataka,Ranibennur,S10,87
KRISHNAPPA KOLIWAD  S/O BHEEMAPPA KOLIWAD,Indian National Congress,57045,Karnataka,Ranibennur,S10,87
BASAVARAJ DR.KELAGAR,Bharatiya Janata Party,47207,Karnataka,Ranibennur,S10,87
RUKMANI SAWKAR,Independent,1172,Karnataka,Ranibennur,S10,87
SHRIPAD SAWKAR,Janata Dal  (Secular),1166,Karnataka,Ranibennur,S10,87
VEERANAGOUDA CHANNAVEERAGOUDA PATIL,Independent,746,Karnataka,Ranibennur,S10,87
HANUMANTAPPA D KABBAR,Independent,702,Karnataka,Ranibennur,S10,87
PARAJAN TABASUM KOPPAL,All India Mahila Empowerment Party,596,Karnataka,Ranibennur,S10,87
SUNIL BANAKAR@ B A SUNIL,Independent,300,Karnataka,Ranibennur,S10,87
DILLEPPPA KENCHAPPA HITTALAMANI,Janata Dal  (United),295,Karnataka,Ranibennur,S10,87
SHIVAYOGISAMI MAHANUBHAVIMATH,Independent,230,Karnataka,Ranibennur,S10,87
None of the Above,None of the Above,1378,Karnataka,Ranibennur,S10,87
P. T. PARAMESHWARA NAIK,Indian National Congress,53656,Karnataka,Hadagalli,S10,88
ODO GANGAPPA,Independent,44448,Karnataka,Hadagalli,S10,88
CHANDRANAIK. B,Bharatiya Janata Party,28035,Karnataka,Hadagalli,S10,88
KAYANNANAVARA PUTRAPPA,Janata Dal  (Secular),8307,Karnataka,Hadagalli,S10,88
KRISHNA NAIK. L,All India Mahila Empowerment Party,1534,Karnataka,Hadagalli,S10,88
HARISH KUMAR. V,Karnataka Pragnyavantha Janatha Party,824,Karnataka,Hadagalli,S10,88
None of the Above,None of the Above,2023,Karnataka,Hadagalli,S10,88
BHEEMA NAIK L.B.P.,Indian National Congress,43202,Karnataka,Hagaribommanahalli,S10,89
K.NEMIRAJA NAIK,Bharatiya Janata Party,37105,Karnataka,Hagaribommanahalli,S10,89
PARAMESHWARA.L,Independent,11363,Karnataka,Hagaribommanahalli,S10,89
S.KRUSHNA NAIK,Janata Dal  (Secular),3375,Karnataka,Hagaribommanahalli,S10,89
B.MALAMMA,Communist Party of India  (Marxist),899,Karnataka,Hagaribommanahalli,S10,89
AJJAIAH.H,All India Mahila Empowerment Party,356,Karnataka,Hagaribommanahalli,S10,89
V.HANUMANTHAPPA,All India Forward Bloc,271,Karnataka,Hagaribommanahalli,S10,89
SANTHOSH  GULEDATTI,Communist Party of India  (Marxist-Leninist)  (Liberation),141,Karnataka,Hagaribommanahalli,S10,89
C.H.LINGAPPA CHALUVADI,Republican Party of India,129,Karnataka,Hagaribommanahalli,S10,89
None of the Above,None of the Above,736,Karnataka,Hagaribommanahalli,S10,89
ANAND SINGH,Indian National Congress,59819,Karnataka,Vijayanagara,S10,90
H.R.GAVIYAPPA,Bharatiya Janata Party,51914,Karnataka,Vijayanagara,S10,90
DEEPAK SINGH,Janata Dal  (Secular),2377,Karnataka,Vijayanagara,S10,90
T.S.SHEELA,Independent,392,Karnataka,Vijayanagara,S10,90
G SHAFI SAB,Independent,290,Karnataka,Vijayanagara,S10,90
SHABBIR H,Independent,184,Karnataka,Vijayanagara,S10,90
S.ALIMBASHA,Independent,125,Karnataka,Vijayanagara,S10,90
S.M.MANOHAR,Independent,104,Karnataka,Vijayanagara,S10,90
PA.YA.GANESH,Independent,104,Karnataka,Vijayanagara,S10,90
L.S.BASHEER AHAMED,Independent,95,Karnataka,Vijayanagara,S10,90
UMESH.K,Independent,83,Karnataka,Vijayanagara,S10,90
None of the Above,None of the Above,1168,Karnataka,Vijayanagara,S10,90
J N GANESH,Indian National Congress,72105,Karnataka,Kampli,S10,91
T H SURESH BABU,Bharatiya Janata Party,65513,Karnataka,Kampli,S10,91
K RAGHAVENDRA,Janata Dal  (Secular),4313,Karnataka,Kampli,S10,91
B SHANTHI LAKSHMI,Pyramid Party of India,1058,Karnataka,Kampli,S10,91
V SHIVASHANKRAPPA,Communist Party of India  (Marxist),997,Karnataka,Kampli,S10,91
GALI MALLAYYA,Independent,731,Karnataka,Kampli,S10,91
None of the Above,None of the Above,1865,Karnataka,Kampli,S10,91
M.S. SOMALINGAPPA,Bharatiya Janata Party,75436,Karnataka,Siruguppa,S10,92
B. MURALI KRISHNA,Indian National Congress,56566,Karnataka,Siruguppa,S10,92
HOSAMANE B. MARUTHI,Janata Dal  (Secular),2221,Karnataka,Siruguppa,S10,92
B.M.VENKATESHA NAYAKA,Independent,1207,Karnataka,Siruguppa,S10,92
B. SREENIVAS,Independent,870,Karnataka,Siruguppa,S10,92
DODDA YALLAPPA,All India Mahila Empowerment Party,727,Karnataka,Siruguppa,S10,92
PARASHU RAMA,Independent,436,Karnataka,Siruguppa,S10,92
M.H.VEERESHAPPA HUNASEMARADAVARU,All India Forward Bloc,319,Karnataka,Siruguppa,S10,92
None of the Above,None of the Above,1826,Karnataka,Siruguppa,S10,92
B NAGENDRA,Indian National Congress,59301,Karnataka,Bellary,S10,93
SANNA PAKKIRAPPA,Bharatiya Janata Party,43866,Karnataka,Bellary,S10,93
D RAMESH,Janata Dal  (Secular),1551,Karnataka,Bellary,S10,93
BASAPPA GADEKAL,All India Mahila Empowerment Party,391,Karnataka,Bellary,S10,93
H PAKKIRAPPA,Independent,391,Karnataka,Bellary,S10,93
RAGHU B,Pyramid Party of India,227,Karnataka,Bellary,S10,93
B NARAYANAPPA,Independent,209,Karnataka,Bellary,S10,93
G ALIVELU,Independent,197,Karnataka,Bellary,S10,93
None of the Above,None of the Above,1157,Karnataka,Bellary,S10,93
G. SOMASEKHARA REDDY,Bharatiya Janata Party,42485,Karnataka,Bellary City,S10,94
ANIL.H. LAD,Indian National Congress,24256,Karnataka,Bellary City,S10,94
MOHAMAD IQBAL HOTHUR,Janata Dal  (Secular),3376,Karnataka,Bellary City,S10,94
MEKALA ESWARA REDDY,Karnataka Pragnyavantha Janatha Party,518,Karnataka,Bellary City,S10,94
B.V.TEJAS,Independent,302,Karnataka,Bellary City,S10,94
ALTAF HUSSAIN,Independent,294,Karnataka,Bellary City,S10,94
MOHAMMED ISMAIL,Nationalist Congress Party,205,Karnataka,Bellary City,S10,94
M.M. ANANDA KUMAR,Independent,201,Karnataka,Bellary City,S10,94
P. VIJAYALAKSHMI,Pyramid Party of India,190,Karnataka,Bellary City,S10,94
GONAL JUMARI. B.,Samajwadi Party,177,Karnataka,Bellary City,S10,94
D. PARTHASARATHY,Janahitha Paksha,165,Karnataka,Bellary City,S10,94
M. JAYARAMULU,All India Mahila Empowerment Party,160,Karnataka,Bellary City,S10,94
RAJASAB,Bharatiya Dr. B.R.Ambedkar Janta Party,155,Karnataka,Bellary City,S10,94
TAPAL GANESH,Janata Dal  (United),149,Karnataka,Bellary City,S10,94
DR. K.R.RAVIKUMAR,Independent,119,Karnataka,Bellary City,S10,94
U. URUKUNDU,Shivsena,98,Karnataka,Bellary City,S10,94
HAFEEZ MOHAMMED ISMAIL @ H.M.ISMAIL,Kalyankari Jantantrik Party,91,Karnataka,Bellary City,S10,94
SRINIVAS YADAV,Independent,76,Karnataka,Bellary City,S10,94
TEJESH KUMAR. M. PATIL,BhartiyaBahujanKranti Dal,74,Karnataka,Bellary City,S10,94
MADHUSUDANA. P.,Independent,68,Karnataka,Bellary City,S10,94
GANGI REDDY,Independent,65,Karnataka,Bellary City,S10,94
HANDI RAFEEQ SAB,Independent,60,Karnataka,Bellary City,S10,94
E. IRAMMA,Independent,57,Karnataka,Bellary City,S10,94
P. NARAYANA MURTHY,Independent,51,Karnataka,Bellary City,S10,94
H.V. KIRAN,Ambedkarite Party of India,51,Karnataka,Bellary City,S10,94
ANE NARAYANA SWAMY,Independent,37,Karnataka,Bellary City,S10,94
B.SHEKHARBABU,Independent,37,Karnataka,Bellary City,S10,94
VALISAB. P.,Independent,32,Karnataka,Bellary City,S10,94
None of the Above,None of the Above,569,Karnataka,Bellary City,S10,94
E TUKARAM,Indian National Congress,78106,Karnataka,Sandur,S10,95
D RAGHAVENDRA (MANJU),Bharatiya Janata Party,64096,Karnataka,Sandur,S10,95
BANGARA HANUMANTA,Independent,7191,Karnataka,Sandur,S10,95
B VASANTH KUMAR,Janata Dal  (Secular),4343,Karnataka,Sandur,S10,95
A.RAMANJANAPPA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1243,Karnataka,Sandur,S10,95
CHETAN.N,All India Mahila Empowerment Party,928,Karnataka,Sandur,S10,95
None of the Above,None of the Above,1803,Karnataka,Sandur,S10,95
N.Y. GOPALAKRISHNA,Bharatiya Janata Party,32748,Karnataka,Kudligi,S10,96
N.T. BOMMANNA,Janata Dal  (Secular),26183,Karnataka,Kudligi,S10,96
LOKESH. V. NAYAKA,Independent,21596,Karnataka,Kudligi,S10,96
RAGHU GUJJAL,Indian National Congress,13929,Karnataka,Kudligi,S10,96
H.VEERANNA,Communist Party of India,2361,Karnataka,Kudligi,S10,96
BASAPPA. N,Sarva Janata Party,905,Karnataka,Kudligi,S10,96
G.ESHAPPA,Janata Dal  (United),693,Karnataka,Kudligi,S10,96
MAHADEVAPPA,Independent,688,Karnataka,Kudligi,S10,96
H. P. SHARANAPPA,All India Mahila Empowerment Party,658,Karnataka,Kudligi,S10,96
None of the Above,None of the Above,1440,Karnataka,Kudligi,S10,96
B. SREERAMULU,Bharatiya Janata Party,46971,Karnataka,Molakalmuru,S10,97
DR,,B. YOGESH BABU,Indian National Congress,24937,Karnataka,Molakalmuru
S. THIPPESWAMY,Independent,16829,Karnataka,Molakalmuru,S10,97
PATEL G. M. THIPPESWAMY (YATTINAHATTYGOWDRU),Janata Dal  (Secular),3184,Karnataka,Molakalmuru,S10,97
S. CHANDRANNA (YATTINAHATTY),Independent,1396,Karnataka,Molakalmuru,S10,97
K. RAGHAVENDRA,Pyramid Party of India,705,Karnataka,Molakalmuru,S10,97
D. H. PARAMESHWARAPPA,Independent,432,Karnataka,Molakalmuru,S10,97
P . SUMALATHA,All India Mahila Empowerment Party,376,Karnataka,Molakalmuru,S10,97
S. P. RAJU (SASALAHATTY RAJANNA),Independent,343,Karnataka,Molakalmuru,S10,97
S. CHANDRANNA,Independent,304,Karnataka,Molakalmuru,S10,97
B. GIREESHA,Independent,197,Karnataka,Molakalmuru,S10,97
None of the Above,None of the Above,638,Karnataka,Molakalmuru,S10,97
T RAGHUMURTHY,Indian National Congress,72874,Karnataka,Challakere,S10,98
RAVEESH KUMAR,Janata Dal  (Secular),59335,Karnataka,Challakere,S10,98
K T KUMARASWAMY,Bharatiya Janata Party,33471,Karnataka,Challakere,S10,98
K P BHUTHAIAH,Swaraj India,1590,Karnataka,Challakere,S10,98
None of the Above,None of the Above,1730,Karnataka,Challakere,S10,98
G H THIPPAREDDY,Bharatiya Janata Party,52563,Karnataka,Chitradurga,S10,99
H.A. SHANMUKHAPPA (HANUMALI),Indian National Congress,32799,Karnataka,Chitradurga,S10,99
K.C.VEERENDRA (PAPPY),Janata Dal  (Secular),31368,Karnataka,Chitradurga,S10,99
N.SURESH,Independent,839,Karnataka,Chitradurga,S10,99
V.S.BHUTHARAJA,Independent,614,Karnataka,Chitradurga,S10,99
M.T.CHANDRANNA,Independent,511,Karnataka,Chitradurga,S10,99
JAGADEESH,Samanya Janatha Party (Loktantrik),397,Karnataka,Chitradurga,S10,99
P.S.PUTTASWAMY (SWAMY),Independent,305,Karnataka,Chitradurga,S10,99
B.E.SHYAM SUNDAR KULAKARNI,Bhaarateeya Janashakthi Congress,221,Karnataka,Chitradurga,S10,99
DR. DODDAMALLAIAH,Swaraj India,192,Karnataka,Chitradurga,S10,99
GANESH,Independent,173,Karnataka,Chitradurga,S10,99
M.KIRAN,Independent,128,Karnataka,Chitradurga,S10,99
SYED ISMAIL,All India Mahila Empowerment Party,128,Karnataka,Chitradurga,S10,99
G.S. NAGARAJA,Karnataka Swabhimani Raithara Karmikara Party,109,Karnataka,Chitradurga,S10,99
K.S.SARASWATHI,Samajwadi Party,98,Karnataka,Chitradurga,S10,99
RAJA MADAKARI NAYAKA,Kannada  Paksha,95,Karnataka,Chitradurga,S10,99
H.M.HANUMAPPA,Karnataka Jantha Paksha,85,Karnataka,Chitradurga,S10,99
None of the Above,None of the Above,920,Karnataka,Chitradurga,S10,99
K POORNIMA,Bharatiya Janata Party,77733,Karnataka,Hiriyur,S10,100
D SUDHAKAR,Indian National Congress,64858,Karnataka,Hiriyur,S10,100
D YASHODHARA,Janata Dal  (Secular),42044,Karnataka,Hiriyur,S10,100
D.N.NAGENDRAIAH,Samajwadi Party,758,Karnataka,Hiriyur,S10,100
M P SRIRANGANATHA,Independent,415,Karnataka,Hiriyur,S10,100
S R RANGASWAMY,Independent,329,Karnataka,Hiriyur,S10,100
SAMIULLA,All India Mahila Empowerment Party,313,Karnataka,Hiriyur,S10,100
MAHESH R,Bharatiya Rashtriya Mahila Sarvodaya Congress,267,Karnataka,Hiriyur,S10,100
N VIJAYALAKSHMI,Karnataka Jantha Paksha,229,Karnataka,Hiriyur,S10,100
RANGAIAH S,Independent,223,Karnataka,Hiriyur,S10,100
A SHIVASHANKARAPPA,Prajaa Raita Raajya Paksha,177,Karnataka,Hiriyur,S10,100
SHASHIKANTH C M,Pyramid Party of India,144,Karnataka,Hiriyur,S10,100
H LOKESH,Republican Party of India (A),137,Karnataka,Hiriyur,S10,100
None of the Above,None of the Above,1160,Karnataka,Hiriyur,S10,100
GULIHATTI D SHEKAR,Bharatiya Janata Party,27284,Karnataka,Hosadurga,S10,101
B G GOVINDAPPA,Indian National Congress,14886,Karnataka,Hosadurga,S10,101
SHASHIKUMAR,Janata Dal  (Secular),439,Karnataka,Hosadurga,S10,101
M S SATHISH JANGAMA,Independent,160,Karnataka,Hosadurga,S10,101
SHAMANTH A R,Independent,78,Karnataka,Hosadurga,S10,101
PRAKASHMURTHY,Karnataka Jantha Paksha,61,Karnataka,Hosadurga,S10,101
MANJUNATHA V BANDRE,Karnataka Pragnyavantha Janatha Party,58,Karnataka,Hosadurga,S10,101
C S THYAGARAJAN,Independent,56,Karnataka,Hosadurga,S10,101
G R REVANNA GORAVINAKALLU,Independent,42,Karnataka,Hosadurga,S10,101
M C DHANANJAYA,Independent,39,Karnataka,Hosadurga,S10,101
B T GIRISHA,Independent,35,Karnataka,Hosadurga,S10,101
None of the Above,None of the Above,430,Karnataka,Hosadurga,S10,101
M. CHANDRAPPA,Bharatiya Janata Party,55778,Karnataka,Holalkere,S10,102
H.ANJANEYA,Indian National Congress,35543,Karnataka,Holalkere,S10,102
SRINIVASA GADDIGE. T,Janata Dal  (Secular),1933,Karnataka,Holalkere,S10,102
HANUMANTHAPPA DURGA,Independent,911,Karnataka,Holalkere,S10,102
M.HANUMAKKA,Independent,625,Karnataka,Holalkere,S10,102
G.SHANTHAPPA,Independent,502,Karnataka,Holalkere,S10,102
C.T. VISWANATHA,Independent,329,Karnataka,Holalkere,S10,102
NIRANJANA.A.D. CHEELANGI,Ambedkar Samaj Party,272,Karnataka,Holalkere,S10,102
HULAPPA.R,Independent,141,Karnataka,Holalkere,S10,102
H.VITTAL NAIK,Independent,137,Karnataka,Holalkere,S10,102
DAYANANDA .T,Bhaarateeya Janashakthi Congress,136,Karnataka,Holalkere,S10,102
S.THIPPESWAMY,Republican Sena,116,Karnataka,Holalkere,S10,102
G.N.PARAMESHA,Indian New Congress Party,111,Karnataka,Holalkere,S10,102
H.RAMACHANDRAPPA,Janata Dal  (United),80,Karnataka,Holalkere,S10,102
HOLIYAPPA.K,Independent,77,Karnataka,Holalkere,S10,102
A.BASAVARAJAPPA,Independent,66,Karnataka,Holalkere,S10,102
M.H.SHASHIDHAR,Karnataka Pragnyavantha Janatha Party,65,Karnataka,Holalkere,S10,102
S.MEETYA NAIK,Samajwadi Party,57,Karnataka,Holalkere,S10,102
H.ANJANEYA,Independent,54,Karnataka,Holalkere,S10,102
M.DURUGESHAPPA,Independent,40,Karnataka,Holalkere,S10,102
None of the Above,None of the Above,201,Karnataka,Holalkere,S10,102
S.V.RAMACHANDRA,Bharatiya Janata Party,78948,Karnataka,Jagalur,S10,103
H.P.RAJESH,Indian National Congress,49727,Karnataka,Jagalur,S10,103
DEVENDRAPPA.B,Janata Dal  (Secular),13401,Karnataka,Jagalur,S10,103
A.L.PUSHPA LAKSHMANA SWAMY,Independent,1856,Karnataka,Jagalur,S10,103
AJJAPPA.T,Communist Party of India  (Marxist-Leninist)  (Liberation),847,Karnataka,Jagalur,S10,103
M. NAGENDRAPPA,Independent,531,Karnataka,Jagalur,S10,103
M.B.HANUMANTHAPPA,Independent,509,Karnataka,Jagalur,S10,103
P.BASAVARAJA,Karnataka Rajya Ryota Sangha,464,Karnataka,Jagalur,S10,103
B.H.SIDDAPPA,Samajwadi Party,358,Karnataka,Jagalur,S10,103
G.N.BHEEMAPPA,Independent,341,Karnataka,Jagalur,S10,103
G.KENCHANAGOWDA,Independent,273,Karnataka,Jagalur,S10,103
CHANDRANNA,Independent,225,Karnataka,Jagalur,S10,103
None of the Above,None of the Above,855,Karnataka,Jagalur,S10,103
G KARUNAKARA REDDY,Bharatiya Janata Party,60990,Karnataka,Harapanahalli,S10,104
M P RAVINDRA,Indian National Congress,53229,Karnataka,Harapanahalli,S10,104
ARASIKERE N KOTRESH,Janata Dal  (Secular),33082,Karnataka,Harapanahalli,S10,104
ABDUL BHARI,Janahitha Paksha,699,Karnataka,Harapanahalli,S10,104
KRISHNAMURTHY R,Nationalist Congress Party,648,Karnataka,Harapanahalli,S10,104
LALITHAMMA,All India Mahila Empowerment Party,560,Karnataka,Harapanahalli,S10,104
B VINAYAKUMAR,Independent,355,Karnataka,Harapanahalli,S10,104
H T SHREEPATHI,Independent,348,Karnataka,Harapanahalli,S10,104
A T DADAKHALANDAR,Independent,303,Karnataka,Harapanahalli,S10,104
IDLI RAMAPPA,Communist Party of India  (Marxist-Leninist)  (Liberation),279,Karnataka,Harapanahalli,S10,104
G KALIVEERAGOUDA,Independent,204,Karnataka,Harapanahalli,S10,104
GADAGI GAJENDRA,Independent,185,Karnataka,Harapanahalli,S10,104
B L CHANNANAIK,Samajwadi Party,157,Karnataka,Harapanahalli,S10,104
None of the Above,None of the Above,857,Karnataka,Harapanahalli,S10,104
S RAMAPPA,Indian National Congress,24144,Karnataka,Harihar,S10,105
HARISH B.P.,Bharatiya Janata Party,18177,Karnataka,Harihar,S10,105
SHIVASHANKAR H.S.,Janata Dal  (Secular),11580,Karnataka,Harihar,S10,105
P BEERAPPA,Indian New Congress Party,424,Karnataka,Harihar,S10,105
SANKETH S.,Independent,136,Karnataka,Harihar,S10,105
H NAGARAJA PALEGARA,Independent,83,Karnataka,Harihar,S10,105
NAGAPPA D.,Independent,70,Karnataka,Harihar,S10,105
BEERAPPA,Communist Party of India  (Marxist-Leninist)  (Liberation),49,Karnataka,Harihar,S10,105
SHABBIR AHAMED,Samanya Janatha Party (Loktantrik),45,Karnataka,Harihar,S10,105
NAVEEN T.K.,Independent,39,Karnataka,Harihar,S10,105
THIPPESH L,Independent,36,Karnataka,Harihar,S10,105
None of the Above,None of the Above,357,Karnataka,Harihar,S10,105
S.A. RAVINDRANATH,Bharatiya Janata Party,76540,Karnataka,Davanagere North,S10,106
S.S. MALLIKARJUN,Indian National Congress,72469,Karnataka,Davanagere North,S10,106
ANANDA. M,Janata Dal  (Secular),5381,Karnataka,Davanagere North,S10,106
ANANDAPPA JYOTHI,Shivsena,541,Karnataka,Davanagere North,S10,106
M.HANUMANTHAPPA,Independent,260,Karnataka,Davanagere North,S10,106
S.S. SUBHAN KHAN,Independent,219,Karnataka,Davanagere North,S10,106
B. P. MADEV,Independent,184,Karnataka,Davanagere North,S10,106
B .V. THIPPESWAMY. GOSHALE,Independent,177,Karnataka,Davanagere North,S10,106
HEBBALU KENCHAVEERAPPA,Vichara Jagruthi Congress Paksha,148,Karnataka,Davanagere North,S10,106
NAGARAJ. S,Sampoorna Bharat Kranti Party,123,Karnataka,Davanagere North,S10,106
NASEER HUSSAIN,Karnataka Pragnyavantha Janatha Party,111,Karnataka,Davanagere North,S10,106
K.G.P. GNANAPRAKASH,Independent,104,Karnataka,Davanagere North,S10,106
None of the Above,None of the Above,1070,Karnataka,Davanagere North,S10,106
SHAMANUR SHIVASHANKARAPPA,Indian National Congress,61896,Karnataka,Davanagere South,S10,107
YASHAVANTHA RAO JADHAV,Bharatiya Janata Party,45536,Karnataka,Davanagere South,S10,107
J. AMANULLA KHAN,Janata Dal  (Secular),5067,Karnataka,Davanagere South,S10,107
NOWSHIN TAJ,All India Mahila Empowerment Party,711,Karnataka,Davanagere South,S10,107
AHAMED KABEER ALI,Independent,446,Karnataka,Davanagere South,S10,107
SADIQ K,Independent,221,Karnataka,Davanagere South,S10,107
MUDDAPURADA REHMAN SAB,Lok Awaz Dal,163,Karnataka,Davanagere South,S10,107
H. SHAIK HABEEBULLA,Karnataka Pragnyavantha Janatha Party,159,Karnataka,Davanagere South,S10,107
RAGHAVENDRA K L,Aam Aadmi Party,128,Karnataka,Davanagere South,S10,107
RIZWAN SAB H B,Janahitha Paksha,97,Karnataka,Davanagere South,S10,107
None of the Above,None of the Above,746,Karnataka,Davanagere South,S10,107
N. LINGANNA.,Bharatiya Janata Party,27405,Karnataka,Mayakonda,S10,108
K.S.BASAVARAJ [BASAVANTHAPPA],Indian National Congress,22380,Karnataka,Mayakonda,S10,108
ANANDAPPA.H.,Independent,15646,Karnataka,Mayakonda,S10,108
M.BASAVARAJANAIK,Janata Dal  (United),9497,Karnataka,Mayakonda,S10,108
SHEELA NAIK,Janata Dal  (Secular),3779,Karnataka,Mayakonda,S10,108
BHARATH.L,Independent,505,Karnataka,Mayakonda,S10,108
H. NARASIMHAMURTHY,Samanya Janatha Party (Loktantrik),420,Karnataka,Mayakonda,S10,108
SRINIVASA.P,Akhil Bharat Hindu Mahasabha,376,Karnataka,Mayakonda,S10,108
VIMALA  RUDRAPPA,All India Mahila Empowerment Party,370,Karnataka,Mayakonda,S10,108
M.NAGARAJAPPA,Independent,339,Karnataka,Mayakonda,S10,108
K.C. BASAVARAJAPPA.,Karnataka Pragnyavantha Janatha Party,247,Karnataka,Mayakonda,S10,108
None of the Above,None of the Above,689,Karnataka,Mayakonda,S10,108
K MADALU VIRUPAKSHAPPA,Bharatiya Janata Party,73130,Karnataka,Channagiri,S10,109
VADNAL RAJANNA,Indian National Congress,47609,Karnataka,Channagiri,S10,109
D RAMESHA,Janata Dal  (Secular),28903,Karnataka,Channagiri,S10,109
MAHIMA J PATEL,Janata Dal  (United),3934,Karnataka,Channagiri,S10,109
B R RUDRESHA,Karnataka Rajya Ryota Sangha,684,Karnataka,Channagiri,S10,109
